# copies_x,Course,Customer heading,Subject,Type Current Support_x,Year_x,Latitude_x,Longitude_x,Town_x,Current Seller id_x,Institution_x,Titularity_x,Publishing group_1_x,key_x,# copies_y,Type Current Support_y,Year_y,Latitude_y,Longitude_y,Town_y,Current Seller id_y,Institution_y,Titularity_y,Publishing group_1_y,key_y,churn
25.0,28,136377,60,1.0,2016.0,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1.0,28_60_136377,31,1,2015,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1,28_60_136377,0
25.0,28,136377,54,1.0,2016.0,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1.0,28_54_136377,0,1,2015,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1,28_54_136377,0
31.0,29,136377,15,1.0,2016.0,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1.0,29_15_136377,20,1,2015,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1,29_15_136377,0
31.0,29,136377,13,1.0,2016.0,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1.0,29_13_136377,20,1,2015,40.603361,-3.712042,TRES CANTOS,117.0,Yes,Public,1,29_13_136377,0
48.0,30,136378,13,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,30_13_136378,56,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,30_13_136378,0
48.0,30,136378,54,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,30_54_136378,56,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,30_54_136378,0
52.0,27,136378,15,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,27_15_136378,50,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,27_15_136378,0
58.0,31,136378,60,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,31_60_136378,47,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,31_60_136378,0
52.0,27,136378,79,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,27_79_136378,50,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,27_79_136378,0
52.0,28,136378,13,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,28_13_136378,53,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,28_13_136378,0
52.0,28,136378,15,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,28_15_136378,53,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,28_15_136378,0
58.0,31,136378,79,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,31_79_136378,47,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,31_79_136378,0
53.0,29,136378,15,1.0,2016.0,40.242364,-3.704871,PINTO,189.0,No,Catholic,1.0,29_15_136378,58,1,2015,40.242364,-3.704871,PINTO,189.0,No,Catholic,1,29_15_136378,0
57.0,29,136384,60,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,29_60_136384,0,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,29_60_136384,0
49.0,26,136384,15,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,26_15_136384,60,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,26_15_136384,0
49.0,26,136384,13,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,26_13_136384,60,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,26_13_136384,0
56.0,30,136384,13,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,30_13_136384,54,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,30_13_136384,0
49.0,26,136384,54,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,26_54_136384,60,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,26_54_136384,0
49.0,26,136384,60,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,26_60_136384,60,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,26_60_136384,0
56.0,30,136384,54,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,30_54_136384,54,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,30_54_136384,0
60.0,27,136384,13,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,27_13_136384,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,27_13_136384,0
54.0,31,136384,13,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,31_13_136384,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,31_13_136384,0
56.0,30,136384,79,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,30_79_136384,54,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,30_79_136384,0
60.0,27,136384,60,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,27_60_136384,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,27_60_136384,0
54.0,31,136384,60,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,31_60_136384,0,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,31_60_136384,0
54.0,31,136384,54,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,31_54_136384,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,31_54_136384,0
60.0,27,136384,79,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,27_79_136384,0,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,27_79_136384,0
57.0,28,136384,13,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,28_13_136384,57,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,28_13_136384,0
57.0,28,136384,15,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,28_15_136384,57,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,28_15_136384,0
54.0,31,136384,79,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,31_79_136384,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,31_79_136384,0
57.0,29,136384,13,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,29_13_136384,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,29_13_136384,0
57.0,28,136384,79,1.0,2016.0,40.41026,-3.610935,MADRID,208.0,No,Catholic,1.0,28_79_136384,57,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,1,28_79_136384,0
77.0,29,136387,60,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,29_60_136387,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,29_60_136387,0
77.0,26,136387,15,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,26_15_136387,72,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,26_15_136387,0
74.0,30,136387,15,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,30_15_136387,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,30_15_136387,0
74.0,30,136387,13,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,30_13_136387,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,30_13_136387,0
77.0,26,136387,60,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,26_60_136387,72,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,26_60_136387,0
77.0,26,136387,54,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,26_54_136387,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,26_54_136387,0
74.0,30,136387,54,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,30_54_136387,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,30_54_136387,0
74.0,30,136387,65,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,30_65_136387,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,30_65_136387,0
74.0,30,136387,60,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,30_60_136387,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,30_60_136387,0
72.0,27,136387,15,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,27_15_136387,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,27_15_136387,0
72.0,27,136387,13,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,27_13_136387,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,27_13_136387,0
77.0,26,136387,79,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,26_79_136387,72,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,26_79_136387,0
72.0,27,136387,54,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,27_54_136387,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,27_54_136387,0
72.0,27,136387,60,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,27_60_136387,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,27_60_136387,0
68.0,31,136387,54,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,31_54_136387,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,31_54_136387,0
78.0,28,136387,13,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,28_13_136387,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,28_13_136387,0
72.0,27,136387,79,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,27_79_136387,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,27_79_136387,0
78.0,28,136387,65,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,28_65_136387,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,28_65_136387,0
78.0,28,136387,54,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,28_54_136387,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,28_54_136387,0
77.0,29,136387,13,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,29_13_136387,73,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,29_13_136387,0
77.0,29,136387,15,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,29_15_136387,73,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,29_15_136387,0
78.0,28,136387,79,1.0,2016.0,40.482684,-3.716683,MADRID,161.0,No,Catholic,1.0,28_79_136387,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,1,28_79_136387,0
82.0,26,136389,79,1.0,2016.0,40.432939,-3.68268,MADRID,157.0,No,Catholic,1.0,26_79_136389,82,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,1,26_79_136389,0
75.0,31,136389,60,1.0,2016.0,40.432939,-3.68268,MADRID,157.0,No,Catholic,1.0,31_60_136389,75,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,1,31_60_136389,0
80.0,27,136389,79,1.0,2016.0,40.432939,-3.68268,MADRID,157.0,No,Catholic,1.0,27_79_136389,80,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,1,27_79_136389,0
75.0,31,136389,79,1.0,2016.0,40.432939,-3.68268,MADRID,157.0,No,Catholic,1.0,31_79_136389,75,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,1,31_79_136389,0
76.0,28,136389,79,1.0,2016.0,40.432939,-3.68268,MADRID,157.0,No,Catholic,1.0,28_79_136389,76,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,1,28_79_136389,0
88.0,29,136390,60,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,29_60_136390,85,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,29_60_136390,0
87.0,26,136390,60,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,26_60_136390,0,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,26_60_136390,0
87.0,30,136390,60,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,30_60_136390,87,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,30_60_136390,0
84.0,27,136390,60,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,27_60_136390,0,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,27_60_136390,0
87.0,31,136390,60,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,31_60_136390,84,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,31_60_136390,0
84.0,28,136390,54,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,28_54_136390,87,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,28_54_136390,0
84.0,28,136390,60,1.0,2016.0,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1.0,28_60_136390,87,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,1,28_60_136390,0
29.0,29,136393,60,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,29_60_136393,0,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,29_60_136393,0
34.0,26,136393,13,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,26_13_136393,30,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,26_13_136393,0
42.0,30,136393,13,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,30_13_136393,43,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,30_13_136393,0
42.0,30,136393,15,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,30_15_136393,43,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,30_15_136393,0
34.0,26,136393,54,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,26_54_136393,30,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,26_54_136393,0
42.0,30,136393,54,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,30_54_136393,43,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,30_54_136393,0
20.0,27,136393,13,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,27_13_136393,38,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,27_13_136393,0
20.0,27,136393,54,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,27_54_136393,38,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,27_54_136393,0
44.0,31,136393,60,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,31_60_136393,0,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,31_60_136393,0
44.0,31,136393,54,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,31_54_136393,46,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,31_54_136393,0
35.0,28,136393,13,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,28_13_136393,53,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,28_13_136393,0
35.0,28,136393,60,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,0.0,28_60_136393,53,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,28_60_136393,1
29.0,29,136393,13,1.0,2016.0,40.432628,-3.671239,MADRID,161.0,No,Catholic,1.0,29_13_136393,42,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,1,29_13_136393,0
56.0,26,136395,79,1.0,2016.0,40.305539,-3.728112,GETAFE,161.0,No,Catholic,1.0,26_79_136395,56,1,2015,40.305539,-3.728112,GETAFE,161.0,No,Catholic,1,26_79_136395,0
60.0,30,136395,79,1.0,2016.0,40.305539,-3.728112,GETAFE,161.0,No,Catholic,1.0,30_79_136395,60,1,2015,40.305539,-3.728112,GETAFE,161.0,No,Catholic,1,30_79_136395,0
58.0,31,136395,79,1.0,2016.0,40.305539,-3.728112,GETAFE,161.0,No,Catholic,1.0,31_79_136395,54,1,2015,40.305539,-3.728112,GETAFE,161.0,No,Catholic,1,31_79_136395,0
57.0,29,136403,60,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,29_60_136403,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,29_60_136403,0
59.0,26,136403,15,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,26_15_136403,59,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,26_15_136403,0
57.0,30,136403,15,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,30_15_136403,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,30_15_136403,0
57.0,30,136403,13,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,30_13_136403,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,30_13_136403,0
57.0,29,136403,79,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,29_79_136403,56,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,29_79_136403,0
59.0,26,136403,54,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,26_54_136403,59,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,26_54_136403,0
59.0,26,136403,65,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,26_65_136403,59,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,26_65_136403,0
57.0,30,136403,65,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,30_65_136403,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,30_65_136403,0
57.0,30,136403,54,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,30_54_136403,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,30_54_136403,0
59.0,26,136403,79,1.0,2016.0,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1.0,26_79_136403,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,1,26_79_136403,0
