Course,Customer heading,Subject,Year,# copies,Type Current Support,Latitude,Longitude,Town,Current Seller id,Institution,Titularity,key,churn,change_copies
30,136384.0,13,2016.0,54,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,30_13_136384.0,0,2.0
26,136384.0,54,2016.0,60,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,26_54_136384.0,0,-11.0
26,136384.0,60,2016.0,60,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,26_60_136384.0,0,-11.0
30,136384.0,54,2016.0,54,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,30_54_136384.0,0,2.0
27,136384.0,13,2016.0,56,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,27_13_136384.0,0,4.0
31,136384.0,13,2016.0,56,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_13_136384.0,0,-2.0
30,136384.0,79,2016.0,54,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,30_79_136384.0,0,2.0
27,136384.0,60,2016.0,56,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,27_60_136384.0,0,4.0
31,136384.0,60,2016.0,0,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_60_136384.0,0,54.0
31,136384.0,54,2016.0,56,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_54_136384.0,0,-2.0
27,136384.0,79,2016.0,0,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,27_79_136384.0,0,60.0
28,136384.0,13,2016.0,57,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_13_136384.0,0,0.0
28,136384.0,15,2016.0,57,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_15_136384.0,0,0.0
31,136384.0,79,2016.0,56,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_79_136384.0,0,-2.0
29,136384.0,13,2016.0,56,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,29_13_136384.0,0,1.0
28,136384.0,79,2016.0,57,1,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_79_136384.0,0,0.0
29,136387.0,60,2016.0,0,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_60_136387.0,0,77.0
26,136387.0,15,2016.0,72,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_15_136387.0,0,5.0
30,136387.0,15,2016.0,69,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_15_136387.0,0,5.0
30,136387.0,13,2016.0,69,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_13_136387.0,0,5.0
26,136387.0,60,2016.0,72,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_60_136387.0,0,5.0
26,136387.0,54,2016.0,0,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_54_136387.0,0,77.0
30,136387.0,54,2016.0,69,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_54_136387.0,0,5.0
30,136387.0,65,2016.0,69,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_65_136387.0,0,5.0
30,136387.0,60,2016.0,0,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_60_136387.0,0,74.0
27,136387.0,15,2016.0,75,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_15_136387.0,0,-3.0
27,136387.0,13,2016.0,75,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_13_136387.0,0,-3.0
26,136387.0,79,2016.0,72,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_79_136387.0,0,5.0
27,136387.0,54,2016.0,75,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_54_136387.0,0,-3.0
27,136387.0,60,2016.0,75,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_60_136387.0,0,-3.0
31,136387.0,54,2016.0,0,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,31_54_136387.0,0,68.0
28,136387.0,13,2016.0,74,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_13_136387.0,0,4.0
27,136387.0,79,2016.0,75,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_79_136387.0,0,-3.0
28,136387.0,65,2016.0,74,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_65_136387.0,0,4.0
28,136387.0,54,2016.0,74,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_54_136387.0,0,4.0
29,136387.0,13,2016.0,73,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_13_136387.0,0,4.0
29,136387.0,15,2016.0,73,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_15_136387.0,0,4.0
28,136387.0,79,2016.0,74,1,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_79_136387.0,0,4.0
26,136389.0,79,2016.0,82,1,40.432939,-3.68268,MADRID,157.0,No,Catholic,26_79_136389.0,0,0.0
31,136389.0,60,2016.0,75,1,40.432939,-3.68268,MADRID,157.0,No,Catholic,31_60_136389.0,0,0.0
27,136389.0,79,2016.0,80,1,40.432939,-3.68268,MADRID,157.0,No,Catholic,27_79_136389.0,0,0.0
31,136389.0,79,2016.0,75,1,40.432939,-3.68268,MADRID,157.0,No,Catholic,31_79_136389.0,0,0.0
28,136389.0,79,2016.0,76,1,40.432939,-3.68268,MADRID,157.0,No,Catholic,28_79_136389.0,0,0.0
29,136390.0,60,2016.0,85,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,29_60_136390.0,0,3.0
26,136390.0,60,2016.0,0,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,26_60_136390.0,0,87.0
30,136390.0,60,2016.0,87,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,30_60_136390.0,0,0.0
27,136390.0,60,2016.0,0,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,27_60_136390.0,0,84.0
31,136390.0,60,2016.0,84,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,31_60_136390.0,0,3.0
28,136390.0,54,2016.0,87,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,28_54_136390.0,0,-3.0
28,136390.0,60,2016.0,87,1,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,28_60_136390.0,0,-3.0
29,136393.0,60,2016.0,0,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,29_60_136393.0,0,29.0
26,136393.0,13,2016.0,30,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,26_13_136393.0,0,4.0
30,136393.0,13,2016.0,43,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_13_136393.0,0,-1.0
30,136393.0,15,2016.0,43,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_15_136393.0,0,-1.0
26,136393.0,54,2016.0,30,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,26_54_136393.0,0,4.0
30,136393.0,54,2016.0,43,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_54_136393.0,0,-1.0
27,136393.0,13,2016.0,38,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,27_13_136393.0,0,-18.0
27,136393.0,54,2016.0,38,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,27_54_136393.0,0,-18.0
31,136393.0,60,2016.0,0,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,31_60_136393.0,0,44.0
31,136393.0,54,2016.0,46,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,31_54_136393.0,0,-2.0
28,136393.0,13,2016.0,53,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,28_13_136393.0,0,-18.0
28,136393.0,60,2016.0,53,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,28_60_136393.0,1,-18.0
29,136393.0,13,2016.0,42,1,40.432628,-3.671239,MADRID,161.0,No,Catholic,29_13_136393.0,0,-13.0
26,136395.0,79,2016.0,56,1,40.305539,-3.728112,GETAFE,161.0,No,Catholic,26_79_136395.0,0,0.0
30,136395.0,79,2016.0,60,1,40.305539,-3.728112,GETAFE,161.0,No,Catholic,30_79_136395.0,0,0.0
31,136395.0,79,2016.0,54,1,40.305539,-3.728112,GETAFE,161.0,No,Catholic,31_79_136395.0,0,4.0
29,136403.0,60,2016.0,0,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_60_136403.0,0,57.0
26,136403.0,15,2016.0,59,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_15_136403.0,0,0.0
30,136403.0,15,2016.0,54,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_15_136403.0,0,3.0
30,136403.0,13,2016.0,54,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_13_136403.0,0,3.0
29,136403.0,79,2016.0,56,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_79_136403.0,0,1.0
26,136403.0,54,2016.0,59,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_54_136403.0,0,0.0
26,136403.0,65,2016.0,59,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_65_136403.0,0,0.0
30,136403.0,65,2016.0,54,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_65_136403.0,0,3.0
30,136403.0,54,2016.0,54,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_54_136403.0,0,3.0
26,136403.0,79,2016.0,0,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_79_136403.0,0,59.0
27,136403.0,15,2016.0,52,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_15_136403.0,0,6.0
30,136403.0,79,2016.0,54,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_79_136403.0,0,3.0
27,136403.0,65,2016.0,0,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_65_136403.0,0,58.0
27,136403.0,60,2016.0,0,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_60_136403.0,0,58.0
31,136403.0,54,2016.0,0,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,31_54_136403.0,0,55.0
29,136403.0,15,2016.0,56,1,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_15_136403.0,0,1.0
29,136404.0,60,2016.0,58,1,40.406362,-3.68018,MADRID,189.0,No,Catholic,29_60_136404.0,0,-3.0
28,136404.0,60,2016.0,58,1,40.406362,-3.68018,MADRID,189.0,No,Catholic,28_60_136404.0,0,0.0
29,136405.0,65,2016.0,0,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_65_136405.0,0,50.0
29,136405.0,60,2016.0,0,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_60_136405.0,0,50.0
26,136405.0,15,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_15_136405.0,0,5.0
26,136405.0,13,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_13_136405.0,0,5.0
30,136405.0,13,2016.0,54,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,30_13_136405.0,0,4.0
26,136405.0,54,2016.0,0,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_54_136405.0,0,57.0
26,136405.0,60,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_60_136405.0,0,5.0
26,136405.0,65,2016.0,0,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_65_136405.0,0,57.0
30,136405.0,65,2016.0,54,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,30_65_136405.0,0,4.0
31,136405.0,15,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_15_136405.0,0,2.0
27,136405.0,54,2016.0,56,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,27_54_136405.0,0,-3.0
27,136405.0,60,2016.0,56,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,27_60_136405.0,0,-3.0
31,136405.0,65,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_65_136405.0,0,2.0
31,136405.0,60,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_60_136405.0,0,2.0
28,136405.0,15,2016.0,50,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_15_136405.0,0,6.0
31,136405.0,79,2016.0,52,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_79_136405.0,0,2.0
28,136405.0,60,2016.0,50,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_60_136405.0,0,6.0
28,136405.0,54,2016.0,0,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_54_136405.0,0,56.0
28,136405.0,79,2016.0,50,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_79_136405.0,0,6.0
29,136405.0,13,2016.0,56,1,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_13_136405.0,0,-6.0
31,136407.0,60,2016.0,105,1,40.443118,-3.876458,LAS ROZAS DE MADRID,116.0,No,Private,31_60_136407.0,0,4.0
28,136407.0,60,2016.0,93,1,40.443118,-3.876458,LAS ROZAS DE MADRID,116.0,No,Private,28_60_136407.0,0,6.0
27,136415.0,65,2016.0,24,1,40.463532,-3.686751,MADRID,189.0,Yes,Private,27_65_136415.0,0,-7.0
26,136423.0,54,2016.0,52,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,26_54_136423.0,0,0.0
27,136423.0,15,2016.0,48,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_15_136423.0,0,0.0
30,136423.0,79,2016.0,50,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,30_79_136423.0,0,0.0
27,136423.0,54,2016.0,48,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_54_136423.0,0,0.0
27,136423.0,79,2016.0,48,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_79_136423.0,0,0.0
28,136423.0,15,2016.0,57,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,28_15_136423.0,0,0.0
28,136423.0,54,2016.0,57,1,40.46072,-3.661946,MADRID,208.0,No,Catholic,28_54_136423.0,0,0.0
29,136424.0,60,2016.0,80,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_60_136424.0,0,-5.0
29,136424.0,54,2016.0,80,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_54_136424.0,0,-5.0
29,136424.0,79,2016.0,80,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_79_136424.0,0,-5.0
26,136424.0,79,2016.0,81,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,26_79_136424.0,0,-26.0
27,136424.0,13,2016.0,77,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_13_136424.0,0,-6.0
30,136424.0,79,2016.0,0,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,30_79_136424.0,0,68.0
31,136424.0,13,2016.0,86,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,31_13_136424.0,0,-5.0
31,136424.0,15,2016.0,86,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,31_15_136424.0,0,-5.0
27,136424.0,54,2016.0,77,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_54_136424.0,0,-6.0
28,136424.0,15,2016.0,76,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,28_15_136424.0,0,2.0
29,136424.0,13,2016.0,80,1,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_13_136424.0,0,-5.0
29,136428.0,60,2016.0,38,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,29_60_136428.0,0,-12.0
29,136428.0,54,2016.0,38,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,29_54_136428.0,0,-12.0
26,136428.0,13,2016.0,24,2,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,26_13_136428.0,0,9.0
30,136428.0,15,2016.0,40,2,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_15_136428.0,0,-5.0
26,136428.0,54,2016.0,24,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,26_54_136428.0,0,9.0
26,136428.0,60,2016.0,24,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,26_60_136428.0,0,9.0
30,136428.0,54,2016.0,40,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_54_136428.0,0,-5.0
30,136428.0,60,2016.0,40,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_60_136428.0,0,-5.0
27,136428.0,15,2016.0,32,2,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,27_15_136428.0,0,-8.0
27,136428.0,13,2016.0,32,2,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,27_13_136428.0,0,-8.0
30,136428.0,79,2016.0,40,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,30_79_136428.0,0,-21.0
31,136428.0,15,2016.0,41,2,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,31_15_136428.0,0,0.0
27,136428.0,60,2016.0,32,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,27_60_136428.0,0,-8.0
27,136428.0,54,2016.0,32,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,27_54_136428.0,0,-8.0
31,136428.0,60,2016.0,41,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,31_60_136428.0,0,0.0
31,136428.0,54,2016.0,41,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,31_54_136428.0,0,0.0
31,136428.0,79,2016.0,0,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,31_79_136428.0,0,14.0
28,136428.0,54,2016.0,30,1,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,28_54_136428.0,0,1.0
29,136428.0,15,2016.0,38,2,40.443756,-3.89312,BOADILLA DEL MONTE,189.0,No,Private,29_15_136428.0,0,-12.0
26,136430.0,60,2016.0,51,1,40.450467,-3.646782,MADRID,208.0,Yes,Private,26_60_136430.0,0,1.0
30,136430.0,54,2016.0,52,1,40.450467,-3.646782,MADRID,208.0,Yes,Private,30_54_136430.0,0,0.0
31,136430.0,60,2016.0,51,1,40.450467,-3.646782,MADRID,208.0,Yes,Private,31_60_136430.0,0,1.0
31,136430.0,54,2016.0,0,1,40.450467,-3.646782,MADRID,208.0,Yes,Private,31_54_136430.0,0,52.0
29,136431.0,54,2016.0,0,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,29_54_136431.0,0,102.0
29,136431.0,60,2016.0,96,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,29_60_136431.0,0,6.0
29,136431.0,79,2016.0,0,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,29_79_136431.0,0,102.0
30,136431.0,15,2016.0,98,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_15_136431.0,0,-2.0
30,136431.0,13,2016.0,98,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_13_136431.0,0,-2.0
30,136431.0,60,2016.0,98,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_60_136431.0,0,-2.0
30,136431.0,54,2016.0,98,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_54_136431.0,0,-2.0
26,136431.0,79,2016.0,0,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,26_79_136431.0,0,138.0
30,136431.0,79,2016.0,98,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,30_79_136431.0,0,-2.0
27,136431.0,65,2016.0,140,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,27_65_136431.0,0,-13.0
27,136431.0,60,2016.0,0,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,27_60_136431.0,0,127.0
27,136431.0,54,2016.0,140,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,27_54_136431.0,0,-13.0
31,136431.0,79,2016.0,0,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,31_79_136431.0,0,100.0
28,136431.0,60,2016.0,103,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,28_60_136431.0,0,36.0
29,136431.0,15,2016.0,96,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,29_15_136431.0,1,6.0
29,136431.0,13,2016.0,96,1,40.495284,-3.700067,MADRID,189.0,No,Catholic,29_13_136431.0,1,6.0
29,136437.0,65,2016.0,18,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,29_65_136437.0,0,3.0
29,136437.0,54,2016.0,0,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,29_54_136437.0,0,21.0
26,136437.0,15,2016.0,23,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,26_15_136437.0,0,0.0
29,136437.0,79,2016.0,17,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,29_79_136437.0,0,4.0
30,136437.0,13,2016.0,17,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,30_13_136437.0,0,1.0
26,136437.0,60,2016.0,23,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,26_60_136437.0,0,0.0
26,136437.0,54,2016.0,23,1,40.450952,-3.703402,MADRID,161.0,No,Catholic,26_54_136437.0,0,0.0
