Course,Customer heading,Subject,# copies,Type Current Support,Current year,Latitude,Longitude,Town,Current Seller id,Institution,Titularity,key,churn,change_copies,total_visits,Numer_of_Representatives,Sales ratio per customer,sku_interest,# copies per customer
28,136384.0,15,57,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_15_136384.0,0,0.0,9.0,3,491.4878048780488,,1082
31,136384.0,79,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,31_79_136384.0,0,-2.0,9.0,3,491.4878048780488,,1082
29,136384.0,13,56,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,29_13_136384.0,0,1.0,9.0,3,491.4878048780488,,1082
28,136384.0,79,57,1,2015,40.41026,-3.610935,MADRID,208.0,No,Catholic,28_79_136384.0,0,0.0,9.0,3,491.4878048780488,,1082
29,136387.0,60,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_60_136387.0,0,77.0,9.0,2,721.9122807017544,,1533
26,136387.0,15,72,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_15_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
30,136387.0,15,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_15_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
30,136387.0,13,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_13_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
26,136387.0,60,72,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_60_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
26,136387.0,54,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_54_136387.0,0,77.0,9.0,2,721.9122807017544,,1533
30,136387.0,54,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_54_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
30,136387.0,65,69,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_65_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
30,136387.0,60,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,30_60_136387.0,0,74.0,9.0,2,721.9122807017544,,1533
27,136387.0,15,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_15_136387.0,0,-3.0,9.0,2,721.9122807017544,,1533
27,136387.0,13,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_13_136387.0,0,-3.0,9.0,2,721.9122807017544,,1533
26,136387.0,79,72,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,26_79_136387.0,0,5.0,9.0,2,721.9122807017544,,1533
27,136387.0,54,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_54_136387.0,0,-3.0,9.0,2,721.9122807017544,,1533
27,136387.0,60,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_60_136387.0,0,-3.0,9.0,2,721.9122807017544,,1533
31,136387.0,54,0,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,31_54_136387.0,0,68.0,9.0,2,721.9122807017544,,1533
28,136387.0,13,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_13_136387.0,0,4.0,9.0,2,721.9122807017544,,1533
27,136387.0,79,75,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,27_79_136387.0,0,-3.0,9.0,2,721.9122807017544,,1533
28,136387.0,65,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_65_136387.0,0,4.0,9.0,2,721.9122807017544,,1533
28,136387.0,54,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_54_136387.0,0,4.0,9.0,2,721.9122807017544,,1533
29,136387.0,13,73,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_13_136387.0,0,4.0,9.0,2,721.9122807017544,,1533
29,136387.0,15,73,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,29_15_136387.0,0,4.0,9.0,2,721.9122807017544,,1533
28,136387.0,79,74,1,2015,40.482684,-3.716683,MADRID,161.0,No,Catholic,28_79_136387.0,0,4.0,9.0,2,721.9122807017544,,1533
26,136389.0,79,82,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,26_79_136389.0,0,0.0,9.0,3,601.6666666666666,,550
31,136389.0,60,75,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,31_60_136389.0,0,0.0,9.0,3,601.6666666666666,,550
27,136389.0,79,80,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,27_79_136389.0,0,0.0,9.0,3,601.6666666666666,,550
31,136389.0,79,75,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,31_79_136389.0,0,0.0,9.0,3,601.6666666666666,,550
28,136389.0,79,76,1,2015,40.432939,-3.68268,MADRID,157.0,No,Catholic,28_79_136389.0,0,0.0,9.0,3,601.6666666666666,,550
29,136390.0,60,85,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,29_60_136390.0,0,3.0,9.0,3,366.30555555555554,,602
26,136390.0,60,0,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,26_60_136390.0,0,87.0,9.0,3,366.30555555555554,,602
30,136390.0,60,87,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,30_60_136390.0,0,0.0,9.0,3,366.30555555555554,,602
27,136390.0,60,0,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,27_60_136390.0,0,84.0,9.0,3,366.30555555555554,,602
31,136390.0,60,84,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,31_60_136390.0,0,3.0,9.0,3,366.30555555555554,,602
28,136390.0,54,87,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,28_54_136390.0,0,-3.0,9.0,3,366.30555555555554,,602
28,136390.0,60,87,1,2015,40.410277,-3.816379,POZUELO DE ALARCON,209.0,No,Catholic,28_60_136390.0,0,-3.0,9.0,3,366.30555555555554,,602
29,136393.0,60,0,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,29_60_136393.0,0,29.0,9.0,3,721.9122807017544,,772
26,136393.0,13,30,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,26_13_136393.0,0,4.0,9.0,3,721.9122807017544,,772
30,136393.0,13,43,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_13_136393.0,0,-1.0,9.0,3,721.9122807017544,,772
30,136393.0,15,43,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_15_136393.0,0,-1.0,9.0,3,721.9122807017544,,772
26,136393.0,54,30,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,26_54_136393.0,0,4.0,9.0,3,721.9122807017544,,772
30,136393.0,54,43,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,30_54_136393.0,0,-1.0,9.0,3,721.9122807017544,,772
27,136393.0,13,38,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,27_13_136393.0,0,-18.0,9.0,3,721.9122807017544,,772
27,136393.0,54,38,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,27_54_136393.0,0,-18.0,9.0,3,721.9122807017544,,772
31,136393.0,60,0,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,31_60_136393.0,0,44.0,9.0,3,721.9122807017544,,772
31,136393.0,54,46,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,31_54_136393.0,0,-2.0,9.0,3,721.9122807017544,,772
28,136393.0,13,53,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,28_13_136393.0,0,-18.0,9.0,3,721.9122807017544,,772
28,136393.0,60,53,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,28_60_136393.0,1,-18.0,9.0,3,721.9122807017544,,772
29,136393.0,13,42,1,2015,40.432628,-3.671239,MADRID,161.0,No,Catholic,29_13_136393.0,0,-13.0,9.0,3,721.9122807017544,,772
26,136395.0,79,56,1,2015,40.305539,-3.728112,GETAFE,161.0,No,Catholic,26_79_136395.0,0,0.0,9.0,2,721.9122807017544,,170
30,136395.0,79,60,1,2015,40.305539,-3.728112,GETAFE,161.0,No,Catholic,30_79_136395.0,0,0.0,9.0,2,721.9122807017544,,170
31,136395.0,79,54,1,2015,40.305539,-3.728112,GETAFE,161.0,No,Catholic,31_79_136395.0,0,4.0,9.0,2,721.9122807017544,,170
29,136403.0,60,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_60_136403.0,0,57.0,9.0,5,318.5833333333333,,899
26,136403.0,15,59,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_15_136403.0,0,0.0,9.0,5,318.5833333333333,,899
30,136403.0,15,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_15_136403.0,0,3.0,9.0,5,318.5833333333333,,899
30,136403.0,13,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_13_136403.0,0,3.0,9.0,5,318.5833333333333,,899
29,136403.0,79,56,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_79_136403.0,0,1.0,9.0,5,318.5833333333333,,899
26,136403.0,54,59,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_54_136403.0,0,0.0,9.0,5,318.5833333333333,,899
26,136403.0,65,59,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_65_136403.0,0,0.0,9.0,5,318.5833333333333,,899
30,136403.0,65,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_65_136403.0,0,3.0,9.0,5,318.5833333333333,,899
30,136403.0,54,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_54_136403.0,0,3.0,9.0,5,318.5833333333333,,899
26,136403.0,79,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,26_79_136403.0,0,59.0,9.0,5,318.5833333333333,,899
27,136403.0,15,52,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_15_136403.0,0,6.0,9.0,5,318.5833333333333,,899
30,136403.0,79,54,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,30_79_136403.0,0,3.0,9.0,5,318.5833333333333,,899
27,136403.0,65,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_65_136403.0,0,58.0,9.0,5,318.5833333333333,,899
27,136403.0,60,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,27_60_136403.0,0,58.0,9.0,5,318.5833333333333,,899
31,136403.0,54,0,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,31_54_136403.0,0,55.0,9.0,5,318.5833333333333,,899
29,136403.0,15,56,1,2015,40.351671,-3.822777,ALCORCON,164.0,No,Catholic,29_15_136403.0,0,1.0,9.0,5,318.5833333333333,,899
29,136404.0,60,58,1,2015,40.406362,-3.68018,MADRID,189.0,No,Catholic,29_60_136404.0,0,-3.0,9.0,5,528.7450980392157,,173
28,136404.0,60,58,1,2015,40.406362,-3.68018,MADRID,189.0,No,Catholic,28_60_136404.0,0,0.0,9.0,5,528.7450980392157,,173
29,136405.0,65,0,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_65_136405.0,0,50.0,9.0,2,721.9122807017544,,1057
29,136405.0,60,0,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_60_136405.0,0,50.0,9.0,2,721.9122807017544,,1057
26,136405.0,15,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_15_136405.0,0,5.0,9.0,2,721.9122807017544,,1057
26,136405.0,13,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_13_136405.0,0,5.0,9.0,2,721.9122807017544,,1057
30,136405.0,13,54,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,30_13_136405.0,0,4.0,9.0,2,721.9122807017544,,1057
26,136405.0,54,0,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_54_136405.0,0,57.0,9.0,2,721.9122807017544,,1057
26,136405.0,60,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_60_136405.0,0,5.0,9.0,2,721.9122807017544,,1057
26,136405.0,65,0,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,26_65_136405.0,0,57.0,9.0,2,721.9122807017544,,1057
30,136405.0,65,54,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,30_65_136405.0,0,4.0,9.0,2,721.9122807017544,,1057
31,136405.0,15,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_15_136405.0,0,2.0,9.0,2,721.9122807017544,,1057
27,136405.0,54,56,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,27_54_136405.0,0,-3.0,9.0,2,721.9122807017544,,1057
27,136405.0,60,56,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,27_60_136405.0,0,-3.0,9.0,2,721.9122807017544,,1057
31,136405.0,65,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_65_136405.0,0,2.0,9.0,2,721.9122807017544,,1057
31,136405.0,60,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_60_136405.0,0,2.0,9.0,2,721.9122807017544,,1057
28,136405.0,15,50,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_15_136405.0,0,6.0,9.0,2,721.9122807017544,,1057
31,136405.0,79,52,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,31_79_136405.0,0,2.0,9.0,2,721.9122807017544,,1057
28,136405.0,60,50,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_60_136405.0,0,6.0,9.0,2,721.9122807017544,,1057
28,136405.0,54,0,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_54_136405.0,0,56.0,9.0,2,721.9122807017544,,1057
28,136405.0,79,50,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,28_79_136405.0,0,6.0,9.0,2,721.9122807017544,,1057
29,136405.0,13,56,1,2015,40.378642,-3.774065,MADRID,161.0,No,Catholic,29_13_136405.0,0,-6.0,9.0,2,721.9122807017544,,1057
31,136407.0,60,105,1,2015,40.443118,-3.876458,LAS ROZAS DE MADRID,116.0,No,Private,31_60_136407.0,0,4.0,9.0,2,528.9772727272727,,309
28,136407.0,60,93,1,2015,40.443118,-3.876458,LAS ROZAS DE MADRID,116.0,No,Private,28_60_136407.0,0,6.0,9.0,2,528.9772727272727,,309
27,136415.0,65,24,1,2015,40.463532,-3.686751,MADRID,189.0,Yes,Private,27_65_136415.0,0,-7.0,9.0,2,528.7450980392157,,24
26,136423.0,54,52,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,26_54_136423.0,0,0.0,9.0,3,491.4878048780488,,417
27,136423.0,15,48,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_15_136423.0,0,0.0,9.0,3,491.4878048780488,,417
30,136423.0,79,50,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,30_79_136423.0,0,0.0,9.0,3,491.4878048780488,,417
27,136423.0,54,48,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_54_136423.0,0,0.0,9.0,3,491.4878048780488,,417
27,136423.0,79,48,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,27_79_136423.0,0,0.0,9.0,3,491.4878048780488,,417
28,136423.0,15,57,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,28_15_136423.0,0,0.0,9.0,3,491.4878048780488,,417
28,136423.0,54,57,1,2015,40.46072,-3.661946,MADRID,208.0,No,Catholic,28_54_136423.0,0,0.0,9.0,3,491.4878048780488,,417
29,136424.0,60,80,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_60_136424.0,0,-5.0,9.0,4,408.16326530612247,,1217
29,136424.0,54,80,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_54_136424.0,0,-5.0,9.0,4,408.16326530612247,,1217
29,136424.0,79,80,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_79_136424.0,0,-5.0,9.0,4,408.16326530612247,,1217
26,136424.0,79,81,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,26_79_136424.0,0,-26.0,9.0,4,408.16326530612247,,1217
27,136424.0,13,77,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_13_136424.0,0,-6.0,9.0,4,408.16326530612247,,1217
30,136424.0,79,0,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,30_79_136424.0,0,68.0,9.0,4,408.16326530612247,,1217
31,136424.0,13,86,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,31_13_136424.0,0,-5.0,9.0,4,408.16326530612247,,1217
31,136424.0,15,86,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,31_15_136424.0,0,-5.0,9.0,4,408.16326530612247,,1217
27,136424.0,54,77,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,27_54_136424.0,0,-6.0,9.0,4,408.16326530612247,,1217
28,136424.0,15,76,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,28_15_136424.0,0,2.0,9.0,4,408.16326530612247,,1217
29,136424.0,13,80,1,2015,40.432381,-3.666762,MADRID,117.0,No,Catholic,29_13_136424.0,0,-5.0,9.0,4,408.16326530612247,,1217
